,ID,Source,Pred,Monthly Visitors November 2020,Text
,ID-1497,ForeignPolicy,neutral,5330000,Poland’s Government Is Systematically Silencing Opposition Voices
,ID-1663,ForeignPolicy,neutral,5330000,Freedom of Religion Doesn’t Cut It
,ID-1790,ForeignPolicy,neutral,5330000,U.S. Quietly Waters Down Another Communique on Gender Equality
,ID-1898,ForeignPolicy,neutral,5330000,Radical Islamists Have Opened a New Front in Mali
,ID-1935,ForeignPolicy,neutral,5330000,"""Using Proxies"
,ID-2138,ForeignPolicy,neutral,5330000,The Mysterious Case of the Disappearing China Sanctions
,ID-2614,ForeignPolicy,neutral,5330000,Chinese Film Studios Are Blacklisting Americans
,ID-2653,ForeignPolicy,neutral,5330000,Russia’s Military Exercises in the Arctic Have More Bark Than Bite
,ID-2675,ForeignPolicy,neutral,5330000,‘The Biggest Piece Mueller Left Out’
,ID-2739,ForeignPolicy,neutral,5330000,AI Can Thrive in Open Societies
,ID-3106,ForeignPolicy,neutral,5330000,And Now the Mueller Backlash Begins
,ID-3124,ForeignPolicy,neutral,5330000,China Is Burning Away Its Ecological Future
,ID-3222,ForeignPolicy,neutral,5330000,Shanahan’s Review of Niger Ambush Seen as ‘Rubber Stamp’
,ID-3356,ForeignPolicy,neutral,5330000,Mueller Fears Trump’s Embrace of Russian Interference Could Be a ‘New Normal’
,ID-3394,ForeignPolicy,neutral,5330000,The Dangerous Romance of Hong Kong Protests
,ID-3410,ForeignPolicy,neutral,5330000,Trump Offers Clumsy Olive Branch to North Korea
,ID-3554,ForeignPolicy,neutral,5330000,International Relations Theory Doesn’t Understand Culture
,ID-3555,ForeignPolicy,neutral,5330000,Iran Still Doesn’t Want an Escalation
,ID-3602,ForeignPolicy,neutral,5330000,Serbia’s Protests Aren’t the Beginning of a Balkan Spring
,ID-3644,ForeignPolicy,neutral,5330000,What to Read If ‘Game of Thrones’ Let You Down
,ID-3739,ForeignPolicy,neutral,5330000,Modi’s Message Was Simple: Hindus First
,ID-3891,ForeignPolicy,neutral,5330000,Trump’s Iran Crackdown Isn’t Enough to Stop Hezbollah
,ID-4063,ForeignPolicy,neutral,5330000,Goodbye to Japan’s Foreign Relations Emperor
,ID-4103,ForeignPolicy,neutral,5330000,Nobody’s Asking for Trump to Be a Genius
,ID-4148,ForeignPolicy,neutral,5330000,Trump Finds His Red Line on Iran
,ID-4604,ForeignPolicy,neutral,5330000,The Billionaire and the Mayor Disrupting Taiwan’s Elections
,ID-4696,ForeignPolicy,neutral,5330000,Security Brief: Bolton’s Warning to Iran
negative,,,26,,
,ID-622,ForeignPolicy,negative,5330000,Trump’s Shadow War on Climate Science
,ID-1029,ForeignPolicy,negative,5330000,It’s Time for Saudi Arabia to Stop Exporting Extremism
,ID-1193,ForeignPolicy,negative,5330000,Trump Does an About-Face on Pakistan—and Blunders Into the Kashmir Dispute
,ID-1207,ForeignPolicy,negative,5330000,Trump’s Space Force Gets the Final Frontier All Wrong
,ID-1280,ForeignPolicy,negative,5330000,Lebanon Is Sick and Tired of Syrian Refugees
,ID-1403,ForeignPolicy,negative,5330000,Document of the Week: Facebook Disappoints Authorities—Again
,ID-1651,ForeignPolicy,negative,5330000,Document of the Week: Trump’s Mistake Reminds the World of This 47-Year-Old Pact
,ID-1678,ForeignPolicy,negative,5330000,Indonesians Fight for Their Right to Not Vote
,ID-1764,ForeignPolicy,negative,5330000,The Balkan Wars Created a Generation of Christian Terrorists
,ID-2043,ForeignPolicy,negative,5330000,Diplomats Fear Chilling Effect of British Ambassador’s Resignation
,ID-2163,ForeignPolicy,negative,5330000,U.S. fingers Iran for tanker attacks
,ID-2395,ForeignPolicy,negative,5330000,Donald Trump and Swine Fever Are Creating an Economic Crisis
,ID-2515,ForeignPolicy,negative,5330000,Fears Rise of an ISIS Comeback
,ID-2530,ForeignPolicy,negative,5330000,Japan and South Korea’s History Wars Are About to Get Ugly
,ID-3251,ForeignPolicy,negative,5330000,"""U.S. Eyes Plans to Cut Diplomatic Staff in Afghanistan"
,ID-3692,ForeignPolicy,negative,5330000,Document of the Week: U.N. Calls Out Syrian Propaganda Over Hospital Attacks
,ID-3857,ForeignPolicy,negative,5330000,Millions of Voters Are Missing in India
,ID-3944,ForeignPolicy,negative,5330000,"""Trump’s Global Gag Rule Is Killing Women"
,ID-4090,ForeignPolicy,negative,5330000,Manila’s Abortion Ban Is Killing Women
,ID-4404,ForeignPolicy,negative,5330000,"""Fearing Populism"
,ID-4407,ForeignPolicy,negative,5330000,Germany Has a Neo-Nazi Terrorism Epidemic
,ID-4475,ForeignPolicy,negative,5330000,Markets Plunge as Trump Escalates China Trade War
,ID-4732,ForeignPolicy,negative,5330000,A Portrait of Poverty and Desperation
,ID-4747,ForeignPolicy,negative,5330000,"""For the Poor"
,ID-4964,ForeignPolicy,negative,5330000,Ethiopia Is at a ‘Very Critical Juncture’
,ID-4970,ForeignPolicy,negative,5330000,Hezbollah Isn’t Iran’s Favorite Proxy Anymore
FoxNews,,,82,,
Pred:,,,Anzahl:,,
negative,,,42,,
,ID-5,FoxNews,negative,606450000,Dead sea turtle found with spear through head in Florida national park
,ID-242,FoxNews,negative,606450000,8 grilling mistakes that will screw up your Memorial Day cookout
,ID-292,FoxNews,negative,606450000,Israel strikes Gaza targets in response to Palestinian heavy rocket fire
,ID-384,FoxNews,negative,606450000,'Piece of garbage': Donald Trump Jr. slams Tom Arnold over lament he and brother Eric haven't been robbed
,ID-701,FoxNews,negative,606450000,Dan Gainor: Meghan McCain fights back – Kudos to conservative who burst ultra-liberal Seth Meyers’ bubble
,ID-1113,FoxNews,negative,606450000,"""RNC Chairwoman 'personally' supports rape"
,ID-1133,FoxNews,negative,606450000,Selma Blair says she’s getting 'seemingly sicker' with MS in Instagram post
,ID-1398,FoxNews,negative,606450000,Daughter of Army vet who died at Dominican resort: Funeral home 'pressured' me to make a decision about my father's remains
,ID-1471,FoxNews,negative,606450000,Man who confessed to killing 11-year-old sentenced to life
,ID-1805,FoxNews,negative,606450000,'House of Horrors' child abuse cases reveal how offenders nationwide use homeschooling to hide their crimes
,ID-2058,FoxNews,negative,606450000,900-lb. man pleads guilty in drug case while in ambulance
,ID-2063,FoxNews,negative,606450000,Penn State prof moonlighting as Uber driver accused of kidnapping: report
,ID-2086,FoxNews,negative,606450000,"""DOJ fires back after House Dems announce Barr contempt vote"
,ID-2107,FoxNews,negative,606450000,"""30 dead"
,ID-2131,FoxNews,negative,606450000,Prosecutors: Boston cabbie fatally shot after declining ride
,ID-2143,FoxNews,negative,606450000,Truck slams into crowd on highway in Guatemala; 30 dead
,ID-2373,FoxNews,negative,606450000,‘The View’ attacks ‘liar’ Sarah Sanders who ‘diminished the office’
,ID-2390,FoxNews,negative,606450000,Carrie Underwood immortalized in cheese sculpture at Milwaukee stop of Cry Pretty tour
,ID-2431,FoxNews,negative,606450000,Somali asylum-seeker detained for over 2 years released
,ID-2467,FoxNews,negative,606450000,"""Rosie O'Donnell makes bizarre 'concentration camps' comment"
,ID-2482,FoxNews,negative,606450000,Woman sentenced for pushing commuter to her death in subway
,ID-2487,FoxNews,negative,606450000,7-foot snake scares Oklahoma man as it pokes head out of dryer vent
,ID-2516,FoxNews,negative,606450000,Florida man describes 'shocking' alligator attack on 5-year-old granddaughter in lake
,ID-2538,FoxNews,negative,606450000,Migrants fearful after hundreds arrested in Mexico raid
,ID-2603,FoxNews,negative,606450000,2 men plead guilty in gun thefts from national trade show
,ID-2613,FoxNews,negative,606450000,Camera shows cat trying to 'murder' its owner while he sleeps
,ID-2647,FoxNews,negative,606450000,Nancy Pelosi is the real “Grim Reaper”: Minority Whip Scalise
,ID-2659,FoxNews,negative,606450000,Suspected credit card thief caught after being captured on security footage wearing tag with real name
,ID-2786,FoxNews,negative,606450000,Former Atlanta Braves manager Bobby Cox suffers possible stroke: reports
,ID-3255,FoxNews,negative,606450000,Verizon seeking vandal who has been damaging its equipment
,ID-3355,FoxNews,negative,606450000,"""Mel B says she 'went blind' in one eye"
,ID-3647,FoxNews,negative,606450000,White cop cleared in fatal shooting of black teenager
,ID-3728,FoxNews,negative,606450000,Kevin Costner is disappointed with American politics: 'Shame on us'
,ID-3874,FoxNews,negative,606450000,San Juan mayor suggests Trump 'vindictive' toward Puerto Rico because his golf course there 'went bankrupt'
,ID-4068,FoxNews,negative,606450000,Homelessness rises in Argentina's capital amid crisis
,ID-4123,FoxNews,negative,606450000,"""Shocking image from Syria shows girl"
,ID-4145,FoxNews,negative,606450000,Tom Hanks on parting with 'Toy Story' character Woody: 'It was terrible'
,ID-4335,FoxNews,negative,606450000,Karen Pence insists Pete Buttigieg misunderstands her family's religious beliefs
,ID-4460,FoxNews,negative,606450000,Dominican resort claims US tourist went public with assault allegation after it refused her demand for $2.2 million
,ID-4757,FoxNews,negative,606450000,Mom suffers severe foot burns after stepping on sand under 'cold' disposable barbecue
,ID-4869,FoxNews,negative,606450000,Meghan McCain: Pete Buttigieg's socialism comment was 'just ridiculous'
,ID-4919,FoxNews,negative,606450000,Oberlin College to pay bakery $11M after furthering racism accusations: Jury
neutral,,,32,,
,ID-225,FoxNews,neutral,606450000,"""Meghan Markle"
,ID-289,FoxNews,neutral,606450000,India launches historic mission to the Moon
,ID-427,FoxNews,neutral,606450000,Explosions heard in Syrian capital apparent Israeli strikes
,ID-522,FoxNews,neutral,606450000,Texas woman lived with mother’s skeletal remains for 3 years
,ID-605,FoxNews,neutral,606450000,"""RNC"
,ID-710,FoxNews,neutral,606450000,Douglas MacKinnon: Iran decision is Trump's most 'presidential' moment (so far)
,ID-750,FoxNews,neutral,606450000,Italy explains refusal to recognize Venezuela's Guaido
,ID-915,FoxNews,neutral,606450000,"""AG Barr not legally required to release full Mueller report"
,ID-971,FoxNews,neutral,606450000,Disneyland's new Flex Pass comes with a catch
,ID-1047,FoxNews,neutral,606450000,Lauren Sanchez and Patrick Whitesell file for divorce as Bezos split is finalized: reports
,ID-1119,FoxNews,neutral,606450000,Rep. Ilhan Omar slams 'bigoted' Trump administration for barring pride flag from foreign embassies
,ID-1188,FoxNews,neutral,606450000,Top Mueller probe prosecutor Andrew Weissmann reportedly inks book deal
,ID-1376,FoxNews,neutral,606450000,British Airlines flight hits extreme turbulence: 'Loads of people hitting the ceiling'
,ID-1437,FoxNews,neutral,606450000,"""Hours after mass escape"
,ID-1581,FoxNews,neutral,606450000,"""Washington"
,ID-1895,FoxNews,neutral,606450000,President attends Easter service following slew of tweets
,ID-1943,FoxNews,neutral,606450000,Burger King calls police for help with bobcat trapped on roof
,ID-1973,FoxNews,neutral,606450000,Daniel Hoffman: I'm an ex-CIA officer. I've been in global hotspots and know challenges. Then this happened
,ID-2306,FoxNews,neutral,606450000,May's relationship with EU was often rocky
,ID-2336,FoxNews,neutral,606450000,Sessions sides with Barr over FBI's 'spying' on Trump campaign
,ID-2618,FoxNews,neutral,606450000,Daughter of Tennessee man executed in 2006 seeks DNA testing
,ID-2763,FoxNews,neutral,606450000,"""Cori Gauff"
,ID-2797,FoxNews,neutral,606450000,Human remains found behind newly purchased Massachusetts home
,ID-2851,FoxNews,neutral,606450000,"""Serbian leader calls for Kosovo compromise"
,ID-2925,FoxNews,neutral,606450000,Cyanide-laced meteorites may have seeded Earth's first life
,ID-3029,FoxNews,neutral,606450000,California snowpack 202% of average for this time of year
,ID-3103,FoxNews,neutral,606450000,2019 Xtreme Eating list recognizes unhealthiest dishes at chain restaurants
,ID-3115,FoxNews,neutral,606450000,"""Bronx man"
,ID-3566,FoxNews,neutral,606450000,"""Karaoke"
,ID-3765,FoxNews,neutral,606450000,"""Seedy app that 'undressed' women sparks backlash"
,ID-3821,FoxNews,neutral,606450000,'NCIS' renewed for Season 17 by CBS
,ID-4709,FoxNews,neutral,606450000,"""Twitter users stunned to discover oddly similar"
positive,,,8,,
,ID-500,FoxNews,positive,606450000,"""Refugee children praise ISIS"
,ID-602,FoxNews,positive,606450000,Plan to rename LA Memorial Coliseum in question after United Airlines balks at proposed revision
,ID-815,FoxNews,positive,606450000,R. Kelly protegee says she's ready to testify against him again as new alleged underage sex tape surfaces
,ID-1204,FoxNews,positive,606450000,"""Trump was winner coming out of Mueller hearings"
,ID-2382,FoxNews,positive,606450000,Atlanta Braves pitcher Sean Newcomb 'feels fine' after 102-mph line drive off head: report
,ID-2956,FoxNews,positive,606450000,Patient's request for pizza on hospital window gets great response
,ID-3986,FoxNews,positive,606450000,CNN host says Trump acting like 'toddler' after 'un-American' comments about opposition research
,ID-4411,FoxNews,positive,606450000,Huge alligator strolls across South Carolina golf course: He's 'running late for his tee time'
FreeBacon,,,89,,
Pred:,,,Anzahl:,,
negative,,,27,,
,ID-69,FreeBacon,negative,1740000,Jimmy Carter: Trump ‘Didn’t Actually Win the Election’
,ID-354,FreeBacon,negative,1740000,Warren Helped Confirm Clueless Obama Bundlers as Ambassadors
,ID-414,FreeBacon,negative,1740000,Cruz Delivers Forceful Speech Denouncing Anti-Semitism
,ID-515,FreeBacon,negative,1740000,Steyer Presidential Campaign Ad Pressures Pelosi By Name
,ID-592,FreeBacon,negative,1740000,Hickenlooper: Give Illegal Immigrants 10-year Visas ‘Immediately’
,ID-1553,FreeBacon,negative,1740000,Trump Condemns White Supremacy in Wake of El Paso Shooting
,ID-1634,FreeBacon,negative,1740000,"""CA Pension Fund Faces Crisis After Shunning Guns"
,ID-1693,FreeBacon,negative,1740000,Justice Thomas Issues Fiery Condemnation of Eugenic Abortion
,ID-1730,FreeBacon,negative,1740000,O’Rourke Blasted for Not Endorsing Texas Democratic Candidate
,ID-1833,FreeBacon,negative,1740000,Dem Opponents Seize on Sara Gideon’s Campaign Finance Violations
,ID-1896,FreeBacon,negative,1740000,Private Group Pledges Nearly $10 Million to Gun Research
,ID-2084,FreeBacon,negative,1740000,"""Clay (D) Blasts AOC For Pelosi Racism Accusation: ‘Juvenile"
,ID-2406,FreeBacon,negative,1740000,Fight in Fla. Over Who Gets Tax Cut Savings After Hurricane Irma
,ID-2627,FreeBacon,negative,1740000,Gabbard: Harris Leveled ‘False Accusation’ of Racism at Biden
,ID-2752,FreeBacon,negative,1740000,CNN Hits Harris for Repeatedly Dodging Questions: ‘Could Be a Big Problem for Her’
,ID-2831,FreeBacon,negative,1740000,Moulton: Buttigieg Was a Nerd at Harvard
,ID-2842,FreeBacon,negative,1740000,Poll: John Bel Edwards Vulnerable in Louisiana
,ID-3563,FreeBacon,negative,1740000,Journos Hit Hick for Pot Flip-Flop
,ID-3564,FreeBacon,negative,1740000,Judicial Crisis Network’s New Ad: Dems Must Release SCOTUS Nominee List
,ID-3669,FreeBacon,negative,1740000,"""At Census Question Oral Arguments"
,ID-3684,FreeBacon,negative,1740000,Cleric: Muslims ‘Have a Duty’ to Obtain Nuclear Weapons
,ID-3786,FreeBacon,negative,1740000,Toy Story 2 Cuts Fake Blooper Scene in Wake of #MeToo
,ID-4067,FreeBacon,negative,1740000,Holder On the Electoral College: ‘It’s a Defect In Our Democracy’
,ID-4342,FreeBacon,negative,1740000,Ocasio-Cortez Blames Anonymous Staffer for Widely-Mocked Green New Deal FAQ Rollout
,ID-4513,FreeBacon,negative,1740000,Buttigieg Skeptical Sanders Could Beat Trump
,ID-4849,FreeBacon,negative,1740000,Retail Giant PetSmart Names PETA in Spying Lawsuit
,ID-4971,FreeBacon,negative,1740000,Hickenlooper: Hard to Fundraise When You Don’t Promise Free Stuff
positive,,,17,,
,ID-74,FreeBacon,positive,1740000,Kamala Harris Campaign Insists ‘She’s Been Very Clear’ on Health Care
,ID-280,FreeBacon,positive,1740000,Hawley Plan to Regulate Tech’s Political Bias Tops Policy Ideas Poll
,ID-321,FreeBacon,positive,1740000,Review: ‘For the Good of the Game’
,ID-800,FreeBacon,positive,1740000,O’Rourke Dodges On Whether Pro-Lifers Are Welcomed in the Dem Party
,ID-1185,FreeBacon,positive,1740000,Tlaib Tweets ‘Happy Passover’ Picture With Loaves of Bread
,ID-1256,FreeBacon,positive,1740000,Crowd Boos Former Congressman Calling Ocasio-Cortez ‘Tea Party of the Left’
,ID-1294,FreeBacon,positive,1740000,Poll: Dem Support For John Bel Edwards Plummets After He Signs Abortion Bill
,ID-1701,FreeBacon,positive,1740000,Liz Cheney: Ocasio-Cortez ‘Ought to Go Thank’ Crenshaw for Defending Her Freedom
,ID-1760,FreeBacon,positive,1740000,Tanden’s CAP Takes Facebook Money Despite Personal Criticism
,ID-1916,FreeBacon,positive,1740000,Taliban Fighters Freed From Guantanamo Now Face U.S. in Peace Talks
,ID-2524,FreeBacon,positive,1740000,Harris Proposes Penalizing Corporate Profits to Eliminate Gender Pay Gap
,ID-2706,FreeBacon,positive,1740000,Sanders Laughingly Dismisses Biden’s Claim on Having the ‘Most Progressive Record’
,ID-3182,FreeBacon,positive,1740000,More Americans Say Jews Face Discrimination in the United States
,ID-3351,FreeBacon,positive,1740000,Maher to Schiff: It Looks Like You’re ‘Stalking’ Trump Now
,ID-3683,FreeBacon,positive,1740000,Cheney Applauds Trump Administration’s Decision to Strengthen Iran Oil Sanctions
,ID-3738,FreeBacon,positive,1740000,Mission Accomplished: A$AP Rocky Returning To United States
,ID-4969,FreeBacon,positive,1740000,HHS Moves to Protect Religious Health Providers
neutral,,,45,,
,ID-301,FreeBacon,neutral,1740000,Liberal Filmmaker Explodes at Van Drew (D)
,ID-304,FreeBacon,neutral,1740000,"""Maher: Casual Debate Viewer Would Think Democrats ‘Really"
,ID-442,FreeBacon,neutral,1740000,Hickenlooper: Government Can’t Compete With Private Insurance
,ID-467,FreeBacon,neutral,1740000,MSNBC’s Ruhle: GOP Opposes Harris Because She’s ‘Too Black’
,ID-682,FreeBacon,neutral,1740000,Bloomberg Op-ed Suggests Iran Tanker Attack Was a False Flag
,ID-777,FreeBacon,neutral,1740000,McCarthy Slams Dems for Passing Minimum Wage Bill
,ID-797,FreeBacon,neutral,1740000,Obama’s Pro-Iran Echo Chamber Finds New Ally in Rand Paul
,ID-885,FreeBacon,neutral,1740000,Warren’s Manufacturing Plan Echoes Trump’s ‘America First’
,ID-914,FreeBacon,neutral,1740000,AFL-CIO President Opposes Green New Deal
,ID-1186,FreeBacon,neutral,1740000,Tlaib Will Continue Impeachment Push After Mueller Findings
,ID-1481,FreeBacon,neutral,1740000,NBC Reporter Dismisses Host Bringing Up Dayton Shooter’s Pro-Warren Tweet
,ID-1591,FreeBacon,neutral,1740000,"""Workplace Overdoses on the Rise"
,ID-1675,FreeBacon,neutral,1740000,House Dems Get Dark Money Group After Introducing Bill Against Dark Money
,ID-1714,FreeBacon,neutral,1740000,NRA Picks New Interim Head of Lobbying Arm
,ID-1725,FreeBacon,neutral,1740000,"""Ocasio-Cortez Doubles Down"
,ID-1798,FreeBacon,neutral,1740000,"""Washington Post Editorial Board Slams Sanders"
,ID-1825,FreeBacon,neutral,1740000,Colorado Teachers’ Union Protest Against DeVos Turns Vulgar
,ID-1855,FreeBacon,neutral,1740000,Gottheimer (D) Gets Progressive Primary Challenger
,ID-1867,FreeBacon,neutral,1740000,Jones Raises Only 12 Percent From Alabama Residents In First Quarter
,ID-1891,FreeBacon,neutral,1740000,O’Rourke: Our Immigration System Can Handle More Migrants
,ID-1932,FreeBacon,neutral,1740000,U.S. Commander: Al Qaeda Operating ‘Across’ Afghanistan
,ID-2000,FreeBacon,neutral,1740000,Schiff: Evidence of Iran Being Behind Tanker Attacks Is ‘Very Strong’
,ID-2006,FreeBacon,neutral,1740000,Billionaire Foreigner Wants Higher Taxes for Americans
,ID-2421,FreeBacon,neutral,1740000,NRA: Supreme Court Should Move Forward on Gun Case Despite NYC Attempt to Undercut Suit
,ID-2553,FreeBacon,neutral,1740000,Ocasio-Cortez Chief of Staff Leaving Her Office
,ID-2597,FreeBacon,neutral,1740000,"""Ukraine Seizes Russian Tanker"
,ID-2634,FreeBacon,neutral,1740000,Hurd (R) Disinvited From Cyber Conference Over Pro-Life Votes
,ID-2643,FreeBacon,neutral,1740000,"""McConnell Challenger Video Missing Marine"
,ID-2974,FreeBacon,neutral,1740000,Trump: Iran Did Not Capture American CIA Agents
,ID-3050,FreeBacon,neutral,1740000,"""Sanders Campaign Pays $60"
,ID-3157,FreeBacon,neutral,1740000,Gottheimer (D) Faces Progressive Backlash Over Border Vote
,ID-3221,FreeBacon,neutral,1740000,"""Senate Dems Demand JCN Disclose Donors"
,ID-3300,FreeBacon,neutral,1740000,Booker Supporters Criticize Record as Newark Mayor
,ID-3513,FreeBacon,neutral,1740000,"""After INF Treaty’s Demise"
,ID-3557,FreeBacon,neutral,1740000,Iranian Jewish Leaders Slam Trump Peace Plan as Tool of ‘Zionists’
,ID-3677,FreeBacon,neutral,1740000,Buttigieg: Questions on Third-Trimester Abortions Are Hypotheticals
,ID-3729,FreeBacon,neutral,1740000,Klobuchar Won’t Release Names of Potential Judicial Nominees
,ID-3935,FreeBacon,neutral,1740000,Sanders: I Spent My Whole Life Fighting Against Authoritarianism Like the Soviet Union
,ID-4046,FreeBacon,neutral,1740000,"""Cotton"
,ID-4317,FreeBacon,neutral,1740000,"""Cassidy"
,ID-4337,FreeBacon,neutral,1740000,MSNBC’s Mitchell: None of Trump’s Targets Are Socialists
,ID-4415,FreeBacon,neutral,1740000,"""Iran"
,ID-4576,FreeBacon,neutral,1740000,Louisiana Businesses Owed $785 Million in Unpaid State Taxes Last Year
,ID-4601,FreeBacon,neutral,1740000,Southern Secessionist Intros Bernie at Fundraiser
,ID-4982,FreeBacon,neutral,1740000,Poll: Warren Viewed Unfavorably by 46 Percent of Massachusetts Voters
FT,,,61,,
Pred:,,,Anzahl:,,
neutral,,,32,,
,ID-295,FT,neutral,42250000,Johnson heads Tory leadership contest after first round
,ID-511,FT,neutral,42250000,Some drug groups are still pushing triple-digit price rises
,ID-686,FT,neutral,42250000,"""Boris Johnson"
,ID-712,FT,neutral,42250000,Electric carmakers gear up for market charge
,ID-872,FT,neutral,42250000,Twitter removes thousands of accounts linked to Iran
,ID-875,FT,neutral,42250000,US government is forcing Chinese owners to sell Grindr
,ID-917,FT,neutral,42250000,AbbVie to acquire Botox maker Allergan for $63bn
,ID-926,FT,neutral,42250000,Amlo makes economic mis-steps as Bolsonaro delivers reforms
,ID-988,FT,neutral,42250000,Female footballers grab the world’s attention — finally
,ID-992,FT,neutral,42250000,Ford and VW to share costs on electric and self-driving cars
,ID-1454,FT,neutral,42250000,Istanbul vote rerun tests Turkey’s democracy
,ID-1659,FT,neutral,42250000,Fiat Chrysler proposes €33bn merger with Renault
,ID-2212,FT,neutral,42250000,BA and Lufthansa suspend Cairo flights citing security
,ID-2250,FT,neutral,42250000,Barr’s backing of Trump sets up showdown with Congress
,ID-2272,FT,neutral,42250000,"""Deutsche Bank axe hovers over 1"
,ID-2545,FT,neutral,42250000,Netanyahu win leaves Palestinians fearing US peace plan
,ID-2598,FT,neutral,42250000,Venezuelan regime circles opposition leader Guaidó
,ID-2822,FT,neutral,42250000,Lyft IPO sets the stage for Uber listing later this spring
,ID-2968,FT,neutral,42250000,Sudan’s military coup leader steps down
,ID-2991,FT,neutral,42250000,Future shock: inside Google’s smart city
,ID-3163,FT,neutral,42250000,Huawei can draw little comfort from White House reprieve
,ID-3349,FT,neutral,42250000,Loss-making tech companies are floating like it’s 1999
,ID-3593,FT,neutral,42250000,Porsche offices raided in payments probe
,ID-3978,FT,neutral,42250000,BlackRock moves to hire GF Securities boss for China operations
,ID-3983,FT,neutral,42250000,Buffett urges Wells to look beyond Wall St for next chief
,ID-4197,FT,neutral,42250000,Barclays vows to hit targets after ‘challenging’ quarter
,ID-4355,FT,neutral,42250000,Trump’s latest China tariff threat is just bluster
,ID-4554,FT,neutral,42250000,Facebook’s cryptocurrency hopes hit a wall in Washington
,ID-4670,FT,neutral,42250000,Former Obama White House counsel indicted
,ID-4956,FT,neutral,42250000,"""China"
,ID-4962,FT,neutral,42250000,EU hits Qualcomm with €242m fine over pricing
,ID-4966,FT,neutral,42250000,Facebook co-founder Hughes calls for its break-up
negative,,,22,,
,ID-558,FT,negative,42250000,Venezuela’s opposition sets out debt restructuring plans
,ID-1026,FT,negative,42250000,Investors face $647bn China banking blind spot
,ID-1189,FT,negative,42250000,Tories at odds over how long to let May stay
,ID-1397,FT,negative,42250000,Crypto miner Bitmain’s IPO plans at risk of being shelved
,ID-1492,FT,negative,42250000,Orange chief Richard acquitted in long-running fraud case
,ID-1572,FT,negative,42250000,US declining interest in history presents risk to democracy
,ID-1573,FT,negative,42250000,US diplomat cites Iran threat over Saudi arms sales
,ID-1639,FT,negative,42250000,Chinese woman carrying malware arrested at Trump’s Mar-a-Lago
,ID-2384,FT,negative,42250000,Barnier dubs Johnson’s Brexit deal terms ‘unacceptable’
,ID-2622,FT,negative,42250000,Epstein denied bail in sex crimes case
,ID-3383,FT,negative,42250000,Saudi business feels ‘pain’ of crown prince’s reforms
,ID-3596,FT,negative,42250000,Regulators cut banks some slack on Libor shift
,ID-3875,FT,negative,42250000,Saudi Arabia says two oil tankers attacked near UAE
,ID-3924,FT,negative,42250000,Five banks face civil lawsuit in London over forex dealing
,ID-4344,FT,negative,42250000,Pound at 2-yr low as fears grow over no-deal Brexit
,ID-4512,FT,negative,42250000,Battle looms over full details of Mueller report
,ID-4519,FT,negative,42250000,Trump warns China may delay trade deal to after US election
,ID-4564,FT,negative,42250000,Horseman Capital suffers big losses as stocks rally
,ID-4824,FT,negative,42250000,Trump’s latest threat risks prolonging trade war
,ID-4914,FT,negative,42250000,Volvo warns on ‘irresponsible’ self-driving roll-out
,ID-4963,FT,negative,42250000,Emerging market stock funds suffer $3.8bn withdrawals
,ID-4990,FT,negative,42250000,UK at ‘highest risk of recession’ since 2007
positive,,,7,,
,ID-604,FT,positive,42250000,Public options key to reviving US middle class
,ID-1177,FT,positive,42250000,Theresa May plans ‘new and improved’ Brexit deal
,ID-1570,FT,positive,42250000,"""UK ‘like an emerging market’"
,ID-1934,FT,positive,42250000,US hiring bounces back in March but wage growth cools
,ID-2845,FT,positive,42250000,Royal Dutch Shell’s profits plunge by a quarter
,ID-3030,FT,positive,42250000,Citadel adds traders to profit from stimulus shift
,ID-4301,FT,positive,42250000,UK braves US ire with tax on tech companies
Google,,,1,,
Pred:,,,Anzahl:,,
negative,,,1,,
,ID-3259,Google,negative,609070000,Women's World Cup star Megan Rapinoe is a bad sport - Washington Examiner
HotAir,,,78,,
Pred:,,,Anzahl:,,
neutral,,,36,,
,ID-3,HotAir,neutral,5810000,Dam breaking: New Epstein accuser comes forward
,ID-20,HotAir,neutral,5810000,Equal pay for women’s soccer will require equal revenue
,ID-43,HotAir,neutral,5810000,Hmmm: New Dem primary poll shows Warren passing Bernie Sanders for second place
,ID-78,HotAir,neutral,5810000,Let’s look in on the democratic socialist convention and see how it’s going
,ID-133,HotAir,neutral,5810000,"""Second Democratic debate live thread: Two socialists enter"
,ID-250,HotAir,neutral,5810000,Another interview with a Biden advisor about his Hyde Amendment flip-flop doesn’t go so well
,ID-680,HotAir,neutral,5810000,Beto 2.0: Campaign hires Obama MVP for delegate hunt
,ID-728,HotAir,neutral,5810000,Harris joins Warren: Let’s impeach Trump rather than run against him
,ID-764,HotAir,neutral,5810000,"""Julian Castro says Kellyanne should go"
,ID-798,HotAir,neutral,5810000,Obama’s campaign manager: Bernie Sanders could be the Democratic nominee but won’t beat Trump
,ID-934,HotAir,neutral,5810000,"""Beltway"
,ID-1020,HotAir,neutral,5810000,Ilhan Omar’s campaign finance/tax issues just shifted gears
,ID-1100,HotAir,neutral,5810000,Police union rips Buttigieg: using shooting to score campaign points
,ID-1149,HotAir,neutral,5810000,"""Taking a cue from Obama"
,ID-1323,HotAir,neutral,5810000,Unhinged Streisand: ‘Send in the Clowns’ remix all about Trump
